"Name";"ISIN";"Symbol";"Market";"Trading Currency";"Open";"High";"Low";"Last";"Last Date/Time";"Time Zone";"Volume";"Turnover"
"European Equities";"";;;;;;;;;;;
"10 Jan 2019";;;;;;;;;;;;
"All datapoints provided as of end of last active trading day.";;;;;;;;;;;;
"INVIBES ADVERTSING";"BE0974299316";"ALINV";"Euronext Growth Paris";"EUR";"5.25";"5.35";"5.25";"5.35";"10/01/2019 15:06";"CET";"700";"3715.00"
"IOC HOLDING";"BE6200101556";"MLIOC";"Euronext Access Paris";"EUR";"0.262";"0.262";"0.262";"0.262";"30/11/2018 16:30";"CET";"130";"34.06"
"IPSEN";"FR0010259150";"IPN";"Euronext Paris";"EUR";"116.05";"117.30";"115.65";"117.25";"10/01/2019 17:35";"CET";"54159";"6333657.15"
"IPSEN NV19";"FR0013391661";"IPNNV";"Euronext Paris";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"IPSOS";"FR0000073298";"IPS";"Euronext Paris";"EUR";"21.88";"22.22";"21.58";"21.80";"10/01/2019 17:35";"CET";"57003";"1247992.64"
"IPSOS NV19";"FR0013391687";"IPSNV";"Euronext Paris";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"ISA";"PTIAN0AM0001";"ALISA";"Euronext Growth Lisbon";"EUR";"5.15";"5.15";"5.15";"5.15";"03/12/2013 20:30";"BST";"500";"2575.00"
"IT LINK";"FR0000072597";"ITL";"Euronext Paris";"EUR";"7.26";"7.40";"7.26";"7.26";"10/01/2019 15:25";"CET";"683";"4991.70"
"ITESOFT";"FR0004026151";"ITE";"Euronext Paris";"EUR";"3.78";"3.80";"3.70";"3.78";"10/01/2019 15:47";"CET";"1565";"5875.92"
"ITS GROUP";"FR0000073843";"ITS";"Euronext Paris";"EUR";"4.73";"4.86";"4.70";"4.86";"10/01/2019 17:14";"CET";"4233";"20082.89"
"IVALIS";"FR0010082305";"ALIVA";"Euronext Growth Paris";"EUR";"22.00";"22.00";"22.00";"22.00";"24/10/2017 17:38";"CET";"50";"1100.00"
"J.MARTINS,SGPS";"PTJMT0AE0001";"JMT";"Euronext Lisbon";"EUR";"10.68";"10.745";"10.62";"10.68";"10/01/2019 22:35";"BST";"749413";"8001910.06"
"JACQUES BOGART";"FR0012872141";"JBOG";"Euronext Paris";"EUR";"6.10";"6.20";"6.02";"6.20";"10/01/2019 12:17";"CET";"1328";"8200.90"
"JACQUET METAL SCE";"FR0000033904";"JCQ";"Euronext Paris";"EUR";"17.42";"17.62";"17.00";"17.14";"10/01/2019 17:35";"CET";"44310";"763679.18"
"JC DECAUX SA.";"FR0000077919";"DEC";"Euronext Paris";"EUR";"26.90";"26.90";"26.04";"26.16";"10/01/2019 17:36";"CET";"201356";"5286235.16"
"JENSEN-GROUP";"BE0003858751";"JEN";"Euronext Brussels";"EUR";"36.50";"36.50";"33.60";"33.90";"10/01/2019 17:35";"CET";"2347";"83614.50"
"JSA TECHNOLOGY";"FR0010680033";"MLJSA";"Euronext Access Paris";"EUR";"0.07";"0.07";"0.07";"0.07";"26/02/2014 15:00";"CET";"2500";"175.00"
"KALRAY";"FR0010722819";"ALKAL";"Euronext Growth Paris";"EUR";"13.20";"13.986";"13.198";"13.984";"10/01/2019 17:35";"CET";"3447";"46433.798"
"KARDAN";"NL0000113652";"KARD";"Euronext Amsterdam";"EUR";"0.0851";"0.0879";"0.0773";"0.0839";"10/01/2019 16:03";"CET";"286034";"23437.875"
"KAS BANK";"NL0000362648";"KA";"Euronext Amsterdam";"EUR";"6.03";"6.29";"6.02";"6.06";"10/01/2019 17:29";"CET";"18627";"114175.18"
"KAUFMAN ET BROAD";"FR0004007813";"KOF";"Euronext Paris";"EUR";"36.80";"37.00";"35.30";"35.66";"10/01/2019 17:35";"CET";"35047";"1261344.00"
"KBC";"BE0003565737";"KBC";"Euronext Brussels";"EUR";"58.10";"58.52";"57.62";"58.52";"10/01/2019 17:35";"CET";"514489";"29947387.20"
"KBC ANCORA";"BE0003867844";"KBCA";"Euronext Brussels";"EUR";"39.04";"39.28";"38.50";"39.00";"10/01/2019 17:35";"CET";"64533";"2512421.32"
"KENDRION";"NL0000852531";"KENDR";"Euronext Amsterdam";"EUR";"23.60";"23.60";"23.20";"23.25";"10/01/2019 17:35";"CET";"3067";"71388.10"
"KERING";"FR0000121485";"KER";"Euronext Paris";"EUR";"404.40";"409.70";"402.90";"405.40";"10/01/2019 17:37";"CET";"331161";"134583380.80"
"KERLINK";"FR0013156007";"ALKLK";"Euronext Growth Paris";"EUR";"3.51";"3.73";"3.16";"3.45";"10/01/2019 17:35";"CET";"116634";"391101.06"
"KEYRUS";"FR0004029411";"KEY";"Euronext Paris";"EUR";"4.94";"5.18";"4.82";"5.16";"10/01/2019 17:17";"CET";"8562";"43171.46"
"KEYWARE TECH.";"BE0003880979";"KEYW";"Euronext Brussels";"EUR";"1.00";"1.02";"1.00";"1.015";"08/01/2019 16:31";"CET";"3890";"3948.55"
"KEYYO";"FR0000185621";"ALKEY";"Euronext Growth Paris";"EUR";"33.70";"33.70";"33.70";"33.70";"10/01/2019 12:15";"CET";"218";"7346.60"
"KIADIS";"NL0011323407";"KDS";"Euronext Amsterdam, Brussels";"EUR";"9.35";"9.44";"9.12";"9.25";"10/01/2019 17:35";"CET";"124717";"1156290.72"
"KINEPOLIS GROUP";"BE0974274061";"KIN";"Euronext Brussels";"EUR";"52.50";"52.90";"51.90";"51.90";"10/01/2019 17:38";"CET";"8947";"467588.90"
"KKO INT WARRANT A";"FR0013381951";"KKOWA";"Euronext Growth Paris, Brussels";"EUR";"0.0005";"0.0005";"0.0005";"0.0005";"07/01/2019 12:10";"CET";"800";"0.40"
"KKO INTERNATIONAL";"FR0013374667";"ALKKO";"Euronext Growth Paris, Brussels";"EUR";"0.17";"0.1725";"0.1585";"0.1585";"10/01/2019 17:17";"CET";"20921";"3390.77"
"KLEPIERRE";"FR0000121964";"LI";"Euronext Paris";"EUR";"27.87";"28.01";"27.64";"27.70";"10/01/2019 17:35";"CET";"792543";"22011995.07"
"KORIAN";"FR0010386334";"KORI";"Euronext Paris";"EUR";"31.90";"33.72";"31.82";"33.68";"10/01/2019 17:35";"CET";"179540";"5953683.42"
"KPN KON";"NL0000009082";"KPN";"Euronext Amsterdam";"EUR";"2.494";"2.516";"2.479";"2.496";"10/01/2019 17:35";"CET";"16429003";"41048498.746"
"KRIEF GROUP";"FR0004152700";"MLKRI";"Euronext Access Paris";"EUR";"1.70";"1.70";"1.70";"1.70";"09/01/2019 16:30";"CET";"329";"559.30"
"L'OREAL";"FR0000120321";"OR";"Euronext Paris";"EUR";"195.90";"198.15";"195.05";"198.15";"10/01/2019 17:35";"CET";"442103";"87175426.00"
"L'OREAL NV19";"FR0013383247";"ORNV";"Euronext Paris";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"LA FONCIERE VERTE";"FR0000039638";"LFVE";"Euronext Paris";"EUR";"57.00";"57.00";"57.00";"57.00";"07/03/2018 11:30";"CET";"1";"57.00"
"LACROIX SA";"FR0000066607";"LACR";"Euronext Paris";"EUR";"21.30";"21.40";"21.20";"21.20";"10/01/2019 13:58";"CET";"934";"19878.50"
"LAFARGEHOLCIM LTD";"CH0012214059";"LHN";"Euronext Paris";"EUR";"38.09";"38.97";"37.82";"38.50";"10/01/2019 17:35";"CET";"42443";"1630409.82"
"LAFUMA";"FR0000035263";"LAF";"Euronext Paris";"EUR";"22.60";"22.60";"22.60";"22.60";"31/12/2018 11:30";"CET";"150";"3390.00"
"LAGARDERE S.C.A.";"FR0000130213";"MMB";"Euronext Paris";"EUR";"22.60";"22.72";"22.42";"22.52";"10/01/2019 17:35";"CET";"531693";"11977942.34"
"LANSON-BCC";"FR0004027068";"LAN";"Euronext Paris";"EUR";"30.00";"30.00";"29.60";"29.80";"10/01/2019 13:03";"CET";"1471";"43692.20"
"LATECOERE";"FR0000032278";"LAT";"Euronext Paris";"EUR";"2.98";"2.995";"2.89";"2.925";"10/01/2019 17:35";"CET";"143875";"422609.77"
"LAURENT-PERRIER";"FR0006864484";"LPE";"Euronext Paris";"EUR";"97.80";"98.20";"95.40";"95.60";"10/01/2019 17:35";"CET";"386";"37096.40"
"LAVIDE HOLDING";"NL0010545679";"LVIDE";"Euronext Amsterdam";"EUR";"0.66";"0.67";"0.60";"0.615";"10/01/2019 17:13";"CET";"43942";"28126.78"
"LDC";"FR0013204336";"LOUP";"Euronext Paris";"EUR";"110.50";"111.00";"109.50";"110.00";"10/01/2019 17:35";"CET";"395";"43508.00"
"LE TANNEUR";"FR0000075673";"LTAN";"Euronext Paris";"EUR";"2.08";"2.08";"2.08";"2.08";"03/01/2019 11:30";"CET";"130";"270.40"
"LEASINVEST";"BE0003770840";"LEAS";"Euronext Brussels";"EUR";"88.40";"89.40";"87.60";"87.60";"10/01/2019 17:35";"CET";"2357";"207883.20"
"LEBON";"FR0000121295";"LBON";"Euronext Paris";"EUR";"124.00";"124.00";"123.50";"123.50";"10/01/2019 10:16";"CET";"6";"741.50"
"LECTRA";"FR0000065484";"LSS";"Euronext Paris";"EUR";"19.18";"19.90";"19.14";"19.90";"10/01/2019 17:35";"CET";"31645";"620745.22"
"LECTRA NV19";"FR0013391695";"LSSNV";"Euronext Paris";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"LEGRAND";"FR0010307819";"LR";"Euronext Paris";"EUR";"50.88";"51.14";"50.50";"51.14";"10/01/2019 17:35";"CET";"603354";"30733732.32"
"LES HOTELS BAVEREZ";"FR0007080254";"ALLHB";"Euronext Growth Paris";"EUR";"62.00";"62.50";"62.00";"62.50";"09/01/2019 16:30";"CET";"31";"1922.50"
"LESNXCONSTRUCTEURS";"FR0004023208";"LNC";"Euronext Paris";"EUR";"35.60";"35.60";"34.20";"35.00";"10/01/2019 16:28";"CET";"890";"31153.10"
"LEXIBOOK LINGUIST.";"FR0000033599";"ALLEX";"Euronext Growth Paris";"EUR";"0.852";"0.852";"0.816";"0.84";"10/01/2019 17:35";"CET";"1235";"1034.82"
"LILLY AND CO";"US5324571083";"LLY";"Euronext Paris";"EUR";"96.00";"96.00";"96.00";"96.00";"27/12/2018 15:33";"CET";"30";"2880.00"
"LINEDATA SERVICES";"FR0004156297";"LIN";"Euronext Paris";"EUR";"38.00";"38.05";"36.80";"38.00";"10/01/2019 17:35";"CET";"7852";"296771.70"
"LISGRAFICA";"PTLIG0AE0002";"LIG";"Euronext Lisbon";"EUR";"0.01";"0.01";"0.01";"0.01";"10/01/2019 16:30";"BST";"20";"0.20"
"LISI";"FR0000050353";"FII";"Euronext Paris";"EUR";"24.50";"25.50";"24.50";"25.05";"10/01/2019 17:35";"CET";"11304";"282485.90"
"LITHO FORMAS";"PTLIT0AE0005";"LIT";"Euronext Access Lisbon";"EUR";"0.258";"0.258";"0.258";"0.258";"24/12/2018 16:30";"BST";"20";"5.16"
"LLEIDA";"ES0105089009";"ALLLN";"Euronext Growth Paris";"EUR";"1.15";"1.15";"1.14";"1.14";"10/01/2019 16:30";"CET";"101";"115.15"
"LNA SANTE";"FR0004170017";"LNA";"Euronext Paris";"EUR";"48.00";"48.50";"47.95";"47.95";"10/01/2019 17:35";"CET";"9854";"474796.25"
"LOCASYSTEM INTL";"FR0004155208";"MLLOI";"Euronext Access Paris";"EUR";"3.50";"3.50";"3.50";"3.50";"25/08/2017 11:30";"CET";"1";"3.50"
"LOCINDUS";"FR0000121352";"LD";"Euronext Paris";"EUR";"26.40";"26.50";"26.40";"26.50";"10/01/2019 15:30";"CET";"258";"6818.50"
"LOGIC INSTRUMENT";"FR0000044943";"ALLOG";"Euronext Growth Paris";"EUR";"0.644";"0.658";"0.606";"0.658";"09/01/2019 17:26";"CET";"20783";"13029.34"
"LOGIS CONFORT";"ES0105333001";"MLLOG";"Euronext Access Paris";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"LOMBARD ET MEDOT";"FR0006205019";"MLCAC";"Euronext Access Paris";"EUR";"12.60";"12.60";"12.60";"12.60";"27/12/2018 16:30";"CET";"27";"340.20"
"LOTUS BAKERIES";"BE0003604155";"LOTB";"Euronext Brussels";"EUR";"2350.00";"2360.00";"2280.00";"2320.00";"10/01/2019 17:35";"CET";"352";"818020.00"
"LUCASBOLS";"NL0010998878";"BOLS";"Euronext Amsterdam";"EUR";"15.20";"15.35";"15.15";"15.35";"10/01/2019 17:26";"CET";"1884";"28836.25"
"LUCIBEL";"FR0011884378";"ALUCI";"Euronext Growth Paris";"EUR";"1.134";"1.148";"1.072";"1.072";"10/01/2019 17:35";"CET";"6973";"7886.816"
"LUMIBIRD";"FR0000038242";"LBIRD";"Euronext Paris";"EUR";"12.54";"12.54";"11.58";"11.90";"10/01/2019 17:35";"CET";"24167";"287971.06"
"LUX-AIRPORT CERT";"LU0092846210";"LUXA";"Euronext Brussels";"EUR";"226.00";"226.00";"226.00";"226.00";"10/01/2019 16:30";"CET";"10";"2260.00"
"LV4S";"BE6201089735";"MLV4S";"Euronext Access Paris";"EUR";"1.08";"1.08";"1.08";"1.08";"07/01/2019 16:30";"CET";"278";"300.24"
"LVMH";"FR0000121014";"MC";"Euronext Paris";"EUR";"259.50";"261.10";"257.65";"259.15";"10/01/2019 17:39";"CET";"666326";"172683917.75"
"LVMH NV19";"FR0013390648";"MCNV";"Euronext Paris";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"LYSOGENE";"FR0013233475";"LYS";"Euronext Paris";"EUR";"1.73";"1.73";"1.71";"1.71";"10/01/2019 13:41";"CET";"975";"1681.615"
"M.R.M";"FR0000060196";"MRM";"Euronext Paris";"EUR";"1.40";"1.40";"1.40";"1.40";"10/01/2019 16:30";"CET";"5957";"8339.80"
"M2I";"FR0013270626";"ALMII";"Euronext Growth Paris";"EUR";"5.199";"5.199";"5.199";"5.199";"10/01/2019 09:00";"CET";"1";"5.199"
"MADE";"FR0010328302";"MLMAD";"Euronext Access Paris";"EUR";"2.70";"2.70";"2.70";"2.70";"10/01/2019 11:30";"CET";"1275";"3442.50"
"MADVERTISE";"FR0010812230";"ALMNG";"Euronext Growth Paris";"EUR";"0.405";"0.413";"0.391";"0.413";"10/01/2019 17:07";"CET";"12441";"4995.485"
"MAGILLEM";"FR0010827741";"MLMGL";"Euronext Access Paris";"EUR";"7.80";"7.80";"7.80";"7.80";"10/01/2019 16:30";"CET";"208";"1622.40"
"MAINSTAY MEDICAL";"IE00BJYS1G50";"MSTY";"Euronext Paris";"EUR";"4.74";"4.96";"4.74";"4.82";"10/01/2019 16:33";"CET";"544";"2620.86"
"MAIS.ANTOINE BAUD";"FR0000061657";"MLMAB";"Euronext Access Paris";"EUR";"116.00";"116.00";"116.00";"116.00";"28/12/2018 16:30";"CET";"80";"9280.00"
"MAISON CLIO BLUE";"FR0011092089";"MLCLI";"Euronext Access Paris";"EUR";"1.98";"1.98";"1.98";"1.98";"05/10/2018 11:30";"CET";"94";"186.12"
"MAISONS D''AUJOURD";"FR0010515742";"MLMAI";"Euronext Access Paris";"EUR";"1.10";"1.10";"1.10";"1.10";"03/01/2019 11:30";"CET";"190";"209.00"
"MAISONS DU MONDE";"FR0013153541";"MDM";"Euronext Paris";"EUR";"19.23";"21.48";"18.91";"21.48";"10/01/2019 17:38";"CET";"240081";"4939837.24"
"MAISONS FRANCE";"FR0004159473";"MFC";"Euronext Paris";"EUR";"33.35";"33.50";"32.00";"33.15";"10/01/2019 17:35";"CET";"4663";"153148.50"
"MAKHEIA BSA";"FR0013356656";"MAKBS";"Euronext Growth Paris";"EUR";"0.0013";"0.0013";"0.0013";"0.0013";"31/12/2018 09:00";"CET";"255";"0.33"
"MAKHEIA GROUP";"FR0000072993";"ALMAK";"Euronext Growth Paris";"EUR";"1.40";"1.40";"1.37";"1.37";"10/01/2019 12:46";"CET";"273";"379.55"
"MALTERIES FCO-BEL.";"FR0000030074";"MALT";"Euronext Paris";"EUR";"600.00";"600.00";"600.00";"600.00";"10/01/2019 11:30";"CET";"30";"18000.00"
"MANITOU BF";"FR0000038606";"MTU";"Euronext Paris";"EUR";"24.50";"24.75";"23.85";"24.40";"10/01/2019 17:35";"CET";"17006";"413547.25"
"MANUTAN INTL";"FR0000032302";"MAN";"Euronext Paris";"EUR";"65.20";"67.00";"65.20";"67.00";"10/01/2019 17:35";"CET";"100";"6633.40"
"MARATHON OIL CORP";"US5658491064";"MROIL";"Traded not listed Brussels";"USD";"59.00";"-";"-";"59.00";"03/11/2005 00:00";"CET";"-";"-"
"MAROC TELECOM";"MA0000011488";"IAM";"Euronext Paris";"EUR";"13.10";"13.10";"13.05";"13.05";"10/01/2019 17:35";"CET";"560";"7332.30"
"MARTIFER";"PTMFR0AM0003";"MAR";"Euronext Lisbon";"EUR";"0.466";"0.466";"0.455";"0.464";"10/01/2019 21:23";"BST";"10458";"4802.689"
"MASTRAD";"FR0004155687";"ALMAS";"Euronext Growth Paris";"EUR";"0.387";"0.422";"0.387";"0.42";"10/01/2019 14:17";"CET";"16600";"6538.20"
"MAUNA KEA TECH";"FR0010609263";"MKEA";"Euronext Paris";"EUR";"2.355";"2.355";"2.31";"2.35";"10/01/2019 17:35";"CET";"15682";"36713.53"
"MAUREL ET PROM";"FR0000051070";"MAU";"Euronext Paris";"EUR";"3.535";"3.64";"3.48";"3.515";"10/01/2019 17:35";"CET";"185697";"661718.21"
"MBWS";"FR0000060873";"MBWS";"Euronext Paris";"EUR";"2.70";"2.89";"2.645";"2.86";"10/01/2019 17:35";"CET";"170602";"471018.96"
"MBWS BSAR 2023";"FR0013066313";"MBWSZ";"Euronext Paris";"EUR";"1.20";"1.20";"1.20";"1.20";"21/12/2018 11:35";"CET";"2951";"3541.20"
"MCPHY ENERGY";"FR0011742329";"MCPHY";"Euronext Paris";"EUR";"4.45";"4.74";"4.18";"4.74";"10/01/2019 17:35";"CET";"57155";"255406.615"
"MDXHEALTH";"BE0003844611";"MDXH";"Euronext Brussels";"EUR";"2.10";"2.10";"1.97";"2.035";"10/01/2019 17:35";"CET";"62858";"126996.812"
"MECELEC BSA DEC19";"FR0012057149";"MCBS2";"Euronext Growth Paris";"EUR";"0.001";"0.001";"0.001";"0.001";"06/12/2018 09:00";"CET";"1600";"1.60"
"MECELEC COMPOSITES";"FR0000061244";"ALMEC";"Euronext Growth Paris";"EUR";"1.29";"1.40";"1.28";"1.40";"10/01/2019 17:07";"CET";"5917";"7733.03"
"MEDASYS";"FR0000052623";"MED";"Euronext Paris";"EUR";"0.30";"0.32";"0.30";"0.301";"10/01/2019 13:32";"CET";"20066";"6128.635"
"MEDIA 6";"FR0000064404";"EDI";"Euronext Paris";"EUR";"12.50";"12.50";"12.45";"12.45";"10/01/2019 09:33";"CET";"46";"572.75"
"MEDIA CAPITAL";"PTGMC0AM0003";"MCP";"Euronext Lisbon";"EUR";"2.30";"2.30";"2.30";"2.30";"11/12/2018 21:30";"BST";"100";"230.00"
"MEDIA LAB";"IT0005324105";"MLLAB";"Euronext Access Paris";"EUR";"3.48";"3.48";"3.48";"3.48";"18/12/2018 16:30";"CET";"500";"1740.00"
"MEDIAN TECH NV19";"FR0013390697";"MDTNV";"Euronext Growth Paris";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"MEDIANTECHNOLOGIES";"FR0011049824";"ALMDT";"Euronext Growth Paris";"EUR";"1.45";"1.50";"1.31";"1.38";"10/01/2019 17:27";"CET";"10860";"15233.31"
"MEDIAWAN";"FR0013247137";"MDW";"Euronext Paris";"EUR";"11.85";"11.90";"11.70";"11.75";"10/01/2019 17:35";"CET";"10940";"128970.70"
"MEDIAWAN WAR";"FR0013128907";"MDWBS";"Euronext Paris";"EUR";"0.77";"0.90";"0.77";"0.90";"10/01/2019 15:23";"CET";"31498";"24448.20"
"MEDICREA INTERNAT.";"FR0004178572";"ALMED";"Euronext Growth Paris";"EUR";"2.38";"2.38";"2.35";"2.35";"10/01/2019 14:53";"CET";"1736";"4092.97"
"MEDINCELL";"FR0004065605";"MEDCL";"Euronext Paris";"EUR";"6.75";"6.80";"6.75";"6.75";"10/01/2019 11:44";"CET";"355";"2399.90"
"MEDIOCREDITO EUROP";"IT0004844848";"MLMCE";"Euronext Access Paris";"EUR";"4.30";"4.30";"4.30";"4.30";"28/11/2012 10:24";"CET";"100";"430.00"
"MEDIVISION";"IL0010846314";"MEDV";"Euronext Brussels";"EUR";"0.01";"0.01";"0.01";"0.01";"27/06/2014 16:30";"CET";"1000";"10.00"
"MELEXIS";"BE0165385973";"MELE";"Euronext Brussels";"EUR";"52.50";"54.35";"52.00";"54.35";"10/01/2019 17:35";"CET";"131353";"7024989.40"
"MEMSCAP REGPT";"FR0010298620";"MEMS";"Euronext Paris";"EUR";"1.96";"2.04";"1.96";"1.975";"10/01/2019 15:31";"CET";"17612";"34977.915"
"MERCIALYS";"FR0010241638";"MERY";"Euronext Paris";"EUR";"12.34";"12.47";"12.07";"12.16";"10/01/2019 17:35";"CET";"215656";"2631791.20"
"MERCK AND CO INC";"US58933Y1055";"MRK";"Euronext Paris";"EUR";"65.50";"65.50";"65.50";"65.50";"10/01/2019 09:00";"CET";"154";"10087.00"
"MERSEN";"FR0000039620";"MRN";"Euronext Paris";"EUR";"25.90";"26.95";"25.70";"26.50";"10/01/2019 17:35";"CET";"80368";"2128511.60"
"MERSEN NV19";"FR0013383544";"MRNNV";"Euronext Paris";"EUR";"24.75";"24.75";"24.75";"24.75";"09/01/2019 16:30";"CET";"500";"12375.00"
"METABOLIC EXPLORER";"FR0004177046";"METEX";"Euronext Paris";"EUR";"1.644";"1.644";"1.63";"1.634";"10/01/2019 14:41";"CET";"13521";"22144.384"
"METALLIANCE";"FR0010492181";"MLETA";"Euronext Access Paris";"EUR";"12.50";"12.50";"12.50";"12.50";"24/12/2018 11:30";"CET";"50";"625.00"
"METHANOR";"FR0011217710";"ALMET";"Euronext Growth Paris";"EUR";"4.76";"4.76";"4.76";"4.76";"10/01/2019 09:00";"CET";"1";"4.76"
"METHORIOS CAPITAL";"IT0004615396";"ALMTH";"Euronext Growth Paris";"EUR";"0.03";"0.03";"0.03";"0.03";"03/10/2016 09:00";"CET";"1";"0.03"
"METRICS IN BALANCE";"BE0974328602";"MLMIB";"Euronext Access Paris";"EUR";"6.99";"6.99";"6.99";"6.99";"18/05/2018 11:30";"CET";"70";"489.30"
"METROPOLE TV";"FR0000053225";"MMT";"Euronext Paris";"EUR";"14.04";"14.27";"13.95";"14.00";"10/01/2019 17:35";"CET";"105446";"1481663.35"
"MG INTERNATIONAL";"FR0010204453";"ALMGI";"Euronext Growth Paris";"EUR";"2.20";"2.20";"2.20";"2.20";"09/01/2019 16:30";"CET";"145";"319.00"
"MGI DIGITAL GRAPHI";"FR0010353888";"ALMDG";"Euronext Growth Paris";"EUR";"48.95";"49.00";"45.50";"48.40";"10/01/2019 17:35";"CET";"3095";"147368.65"
"MICHELIN";"FR0000121261";"ML";"Euronext Paris";"EUR";"89.24";"89.64";"88.46";"89.22";"10/01/2019 17:35";"CET";"457678";"40782082.54"
"MICHELIN NV19";"FR0013391471";"MLNV";"Euronext Paris";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"MICROPOLE";"FR0000077570";"MUN";"Euronext Paris";"EUR";"1.06";"1.125";"1.06";"1.085";"10/01/2019 17:29";"CET";"140839";"154020.415"
"MICROSKIN";"GB00B92JR174";"MLSKN";"Euronext Access Paris";"EUR";"0.03";"0.03";"0.03";"0.03";"08/06/2017 15:00";"CET";"10000";"300.00"
"MICROSOFT CORP SPL";"US5949181045";"MSF";"Traded not listed Brussels";"USD";"103.00";"103.00";"103.00";"103.00";"08/01/2019 09:04";"CET";"9";"810.31"
"MICROWAVE VISION";"FR0004058949";"ALMIC";"Euronext Growth Paris";"EUR";"9.74";"10.25";"9.74";"10.25";"10/01/2019 17:35";"CET";"6857";"69798.41"
"MIGUET ET ASSOCIES";"FR0010500363";"MLNMA";"Euronext Access Paris";"EUR";"3.66";"3.66";"3.66";"3.66";"10/01/2019 16:30";"CET";"621";"2272.86"
"MIKO";"BE0003731453";"MIKO";"Euronext Brussels";"EUR";"109.00";"109.00";"109.00";"109.00";"10/01/2019 16:30";"CET";"400";"43600.00"
"MILIBOO";"FR0013053535";"ALMLB";"Euronext Growth Paris";"EUR";"1.72";"1.725";"1.72";"1.725";"10/01/2019 10:04";"CET";"795";"1370.37"
"MILLET INNOVATION";"FR0010304402";"ALINN";"Euronext Growth Paris";"EUR";"17.30";"17.30";"17.30";"17.30";"03/01/2019 16:30";"CET";"750";"12975.00"
"MITHRA";"BE0974283153";"MITRA";"Euronext Brussels";"EUR";"24.20";"25.00";"23.70";"25.00";"10/01/2019 17:38";"CET";"56887";"1377045.30"
"MKB Nedsense";"NL0009312842";"NEDSE";"Euronext Amsterdam";"EUR";"0.17";"0.17";"0.162";"0.165";"10/01/2019 17:35";"CET";"10900";"1781.30"
"MND";"FR0011584549";"ALMND";"Euronext Growth Paris";"EUR";"1.448";"1.502";"1.36";"1.42";"10/01/2019 17:35";"CET";"233017";"329100.932"
"MNR GROUP";"FR0010976746";"MLMNR";"Euronext Access Paris";"EUR";"1.30";"1.30";"1.30";"1.30";"23/05/2018 12:27";"CET";"1400";"1820.00"
"MONCEY (FIN.) NOM.";"FR0000076986";"MONC";"Euronext Paris";"EUR";"5450.00";"5450.00";"5450.00";"5450.00";"21/12/2018 11:30";"CET";"1";"5450.00"
"MONFINANCIER";"FR0010882886";"MLMON";"Euronext Access Paris";"EUR";"0.725";"0.725";"0.725";"0.725";"10/01/2019 16:30";"CET";"1";"0.725"
"MONTEA C.V.A.";"BE0003853703";"MONT";"Euronext Brussels, Paris";"EUR";"58.60";"58.60";"58.00";"58.00";"10/01/2019 17:35";"CET";"6780";"394624.00"
"MOPOLI";"NL0000488153";"MOP";"Euronext Brussels";"EUR";"298.25";"298.25";"298.25";"298.25";"20/07/2018 11:30";"CET";"20";"5965.00"
"MOPOLI FOND";"NL0000488161";"MOPF";"Euronext Brussels";"EUR";"8000.00";"8000.00";"8000.00";"8000.00";"24/10/2018 16:30";"CET";"3";"24000.00"
"MOTA ENGIL";"PTMEN0AE0005";"EGL";"Euronext Lisbon";"EUR";"1.722";"1.742";"1.684";"1.722";"10/01/2019 22:35";"BST";"933502";"1604225.262"
"MOULINVEST";"FR0011033083";"ALMOU";"Euronext Growth Paris";"EUR";"5.42";"5.42";"5.22";"5.28";"10/01/2019 17:35";"CET";"1881";"10014.56"
"MOURY CONSTRUCT";"BE0003602134";"MOUR";"Euronext Brussels";"EUR";"135.00";"135.00";"135.00";"135.00";"09/01/2019 16:30";"CET";"5";"675.00"
"MR BRICOLAGE";"FR0004034320";"MRB";"Euronext Paris";"EUR";"7.74";"8.00";"7.74";"8.00";"10/01/2019 16:59";"CET";"3";"23.74"
"MTD FINANCE";"FR0010518936";"MLMTD";"Euronext Access Paris";"EUR";"5.88";"5.88";"5.88";"5.88";"22/12/2015 15:00";"CET";"17";"99.96"
"MULANN";"FR0012990968";"MLMUL";"Euronext Access Paris";"EUR";"0.048";"0.048";"0.048";"0.048";"10/01/2019 11:40";"CET";"25000";"1200.00"
"MULTIMICROCLOUD";"FR0013230067";"MLMMC";"Euronext Access Paris";"EUR";"0.75";"0.75";"0.70";"0.70";"07/01/2019 16:30";"CET";"1105";"774.85"
"MUNCHENER RUCKVERS";"DE0008430026";"MEURV";"Traded not listed Brussels";"EUR";"189.00";"189.00";"189.00";"189.00";"08/01/2019 12:52";"CET";"25";"4725.00"
"MUSEE GREVIN";"FR0000037970";"GREV";"Euronext Paris";"EUR";"64.00";"64.00";"64.00";"64.00";"07/01/2019 11:30";"CET";"11";"704.00"
